N,K,Virtual cost,Physical cost,Optimal Cost,vCost/OptimalCost,pCost/OptimalCost,length,sequence
20,10,26,24,11,2.3636363636363638,2.1818181818181817,400,"[11, 10, 11, 8, 10, 10, 8, 9, 11, 9, 8, 10, 9, 11, 9, 11, 9, 8, 9, 12, 10, 9, 9, 9, 10, 9, 10, 10, 9, 10, 10, 12, 11, 9, 10, 10, 11, 9, 9, 9, 10, 7, 11, 11, 12, 11, 11, 10, 10, 8, 10, 10, 10, 10, 9, 8, 9, 9, 11, 10, 10, 9, 10, 9, 9, 9, 11, 10, 9, 8, 11, 10, 10, 9, 9, 10, 9, 9, 10, 11, 10, 10, 11, 10, 11, 9, 9, 10, 11, 9, 11, 9, 11, 9, 8, 11, 10, 9, 10, 11, 11, 7, 11, 9, 11, 10, 10, 10, 9, 10, 10, 11, 10, 11, 12, 10, 10, 11, 11, 10, 9, 11, 10, 9, 10, 9, 10, 10, 9, 11, 10, 10, 10, 10, 12, 10, 9, 9, 12, 11, 10, 9, 9, 10, 10, 10, 10, 9, 10, 8, 10, 10, 9, 11, 10, 11, 8, 10, 11, 12, 12, 10, 9, 9, 10, 10, 11, 10, 11, 10, 11, 10, 10, 10, 9, 9, 11, 12, 9, 9, 10, 11, 11, 10, 11, 10, 12, 11, 11, 9, 10, 10, 8, 10, 11, 10, 8, 10, 9, 10, 11, 10, 11, 11, 10, 8, 12, 9, 9, 10, 9, 8, 11, 12, 9, 9, 10, 12, 9, 10, 10, 11, 8, 10, 9, 11, 10, 9, 12, 10, 9, 10, 8, 10, 12, 10, 10, 10, 12, 11, 8, 10, 11, 10, 10, 12, 9, 10, 12, 9, 11, 10, 11, 10, 9, 11, 9, 10, 10, 9, 11, 9, 10, 9, 11, 9, 10, 7, 10, 10, 12, 11, 10, 11, 11, 11, 10, 8, 8, 11, 11, 10, 9, 10, 11, 10, 10, 10, 10, 9, 11, 11, 11, 10, 10, 11, 11, 10, 8, 11, 8, 9, 8, 11, 10, 11, 9, 11, 9, 11, 10, 11, 10, 11, 11, 9, 11, 12, 10, 9, 10, 12, 12, 11, 9, 10, 10, 9, 9, 10, 12, 11, 11, 9, 10, 10, 9, 11, 10, 10, 10, 10, 11, 10, 10, 9, 11, 10, 10, 13, 11, 11, 11, 11, 11, 11, 12, 7, 10, 8, 10, 12, 11, 11, 13, 10, 11, 8, 11, 12, 11, 11, 11, 12, 8, 11, 10, 9, 10, 9, 10, 10, 10, 10, 9, 8, 12, 8, 9, 9, 9, 10, 11, 11, 10, 9, 10, 10, 9, 11]"
20,10,55,53,18,3.0555555555555554,2.9444444444444446,400,"[9, 12, 9, 11, 9, 10, 9, 10, 9, 9, 10, 10, 9, 10, 11, 10, 11, 12, 10, 10, 9, 9, 10, 10, 12, 11, 10, 11, 9, 11, 8, 11, 10, 11, 10, 11, 10, 10, 10, 9, 11, 10, 10, 10, 9, 9, 10, 11, 10, 10, 11, 9, 9, 9, 9, 13, 9, 11, 10, 10, 11, 10, 11, 8, 9, 10, 10, 10, 8, 9, 11, 10, 9, 11, 8, 11, 9, 10, 11, 10, 9, 10, 10, 11, 9, 10, 10, 9, 10, 11, 10, 9, 11, 11, 10, 10, 9, 9, 9, 11, 9, 9, 9, 12, 10, 8, 10, 12, 8, 10, 9, 9, 10, 9, 11, 11, 11, 11, 10, 12, 10, 11, 11, 12, 10, 10, 9, 10, 9, 9, 10, 10, 10, 9, 9, 9, 11, 9, 11, 9, 9, 11, 10, 10, 11, 9, 10, 9, 10, 10, 9, 9, 12, 10, 11, 11, 9, 9, 10, 7, 10, 10, 10, 8, 13, 8, 11, 12, 11, 11, 9, 10, 8, 9, 8, 9, 10, 10, 10, 10, 11, 9, 10, 9, 10, 10, 8, 10, 11, 11, 10, 9, 10, 10, 10, 10, 11, 12, 9, 9, 10, 11, 8, 9, 10, 11, 10, 9, 9, 9, 9, 10, 10, 9, 9, 10, 11, 10, 10, 10, 12, 10, 11, 10, 11, 10, 10, 10, 9, 10, 9, 9, 9, 8, 9, 9, 10, 10, 9, 10, 10, 11, 10, 11, 9, 10, 10, 10, 10, 10, 9, 10, 10, 9, 9, 11, 9, 10, 10, 8, 9, 9, 10, 11, 10, 9, 10, 8, 11, 8, 10, 11, 10, 11, 10, 10, 10, 10, 10, 9, 11, 12, 11, 11, 9, 10, 10, 10, 12, 9, 9, 11, 8, 10, 10, 10, 10, 11, 10, 10, 11, 10, 10, 12, 8, 10, 11, 10, 10, 11, 10, 10, 8, 11, 11, 11, 11, 11, 10, 10, 13, 11, 9, 10, 10, 11, 9, 8, 10, 11, 11, 10, 10, 11, 8, 9, 10, 9, 10, 9, 12, 9, 10, 10, 10, 11, 9, 11, 10, 10, 11, 10, 7, 10, 9, 9, 12, 9, 9, 10, 10, 11, 9, 11, 10, 10, 10, 10, 8, 9, 11, 9, 10, 11, 9, 10, 10, 10, 10, 12, 10, 11, 9, 9, 11, 11, 10, 12, 11, 9, 10, 7, 9, 11, 10, 11, 10, 9, 9, 10]"
20,10,83,81,22,3.772727272727273,3.6818181818181817,400,"[10, 11, 11, 10, 9, 10, 10, 11, 10, 12, 10, 11, 8, 9, 11, 11, 11, 9, 8, 11, 10, 14, 10, 9, 11, 11, 11, 8, 11, 9, 10, 8, 7, 9, 8, 10, 11, 9, 9, 10, 11, 11, 11, 10, 10, 11, 10, 9, 10, 11, 12, 10, 8, 10, 9, 11, 10, 9, 11, 12, 9, 8, 9, 7, 9, 10, 9, 9, 10, 10, 10, 9, 9, 13, 10, 10, 10, 10, 9, 11, 10, 10, 12, 9, 9, 10, 10, 10, 9, 11, 9, 10, 11, 10, 11, 11, 9, 11, 11, 11, 9, 9, 8, 10, 11, 11, 11, 9, 9, 10, 9, 8, 12, 12, 10, 9, 10, 10, 8, 11, 9, 10, 9, 10, 9, 11, 10, 9, 9, 8, 9, 10, 10, 10, 11, 10, 9, 11, 11, 11, 9, 9, 12, 10, 10, 10, 13, 11, 10, 12, 13, 8, 9, 10, 11, 11, 11, 11, 9, 10, 8, 9, 10, 10, 10, 9, 10, 9, 10, 10, 9, 10, 10, 11, 10, 11, 9, 10, 10, 10, 9, 9, 12, 10, 8, 9, 10, 10, 8, 11, 10, 8, 11, 11, 9, 9, 9, 10, 12, 8, 10, 11, 8, 11, 10, 10, 10, 10, 10, 9, 8, 11, 10, 10, 10, 8, 9, 10, 11, 10, 9, 10, 10, 11, 10, 9, 10, 11, 10, 9, 8, 11, 10, 10, 8, 9, 10, 10, 10, 10, 10, 11, 10, 10, 9, 11, 9, 11, 9, 10, 10, 10, 11, 9, 9, 10, 11, 10, 10, 10, 11, 9, 10, 12, 10, 12, 10, 10, 9, 11, 12, 10, 11, 10, 10, 9, 9, 9, 9, 10, 10, 9, 10, 10, 9, 9, 10, 11, 12, 11, 10, 11, 9, 11, 9, 9, 9, 10, 10, 10, 11, 11, 9, 11, 11, 11, 9, 8, 11, 10, 12, 10, 11, 12, 11, 9, 13, 11, 10, 9, 10, 10, 9, 7, 11, 9, 10, 12, 10, 11, 10, 9, 10, 10, 11, 10, 8, 9, 10, 13, 10, 10, 12, 8, 8, 11, 10, 11, 10, 9, 9, 11, 11, 10, 11, 10, 11, 10, 9, 10, 10, 11, 11, 10, 9, 11, 11, 10, 8, 12, 9, 11, 8, 9, 12, 8, 9, 10, 10, 12, 12, 9, 11, 10, 10, 11, 12, 10, 8, 10, 10, 10, 9, 9, 11, 10, 8, 11, 10, 12]"
20,10,22,20,7,3.142857142857143,2.857142857142857,400,"[11, 10, 11, 11, 11, 9, 8, 9, 10, 9, 11, 9, 9, 12, 11, 9, 11, 10, 9, 11, 9, 11, 10, 9, 11, 10, 10, 11, 11, 13, 10, 10, 10, 11, 12, 9, 11, 10, 8, 11, 11, 11, 8, 11, 10, 10, 9, 11, 10, 9, 9, 8, 9, 11, 10, 11, 9, 11, 10, 10, 9, 10, 10, 10, 11, 12, 10, 9, 10, 9, 9, 10, 10, 9, 8, 10, 10, 11, 10, 12, 9, 9, 10, 10, 9, 9, 10, 8, 10, 11, 9, 11, 11, 8, 12, 10, 12, 11, 11, 9, 11, 10, 10, 11, 10, 10, 8, 9, 11, 11, 11, 11, 10, 8, 9, 10, 11, 11, 10, 11, 10, 11, 9, 10, 8, 12, 10, 11, 11, 8, 10, 9, 8, 12, 10, 9, 10, 10, 11, 10, 9, 10, 10, 9, 10, 9, 7, 11, 9, 11, 11, 10, 12, 12, 11, 10, 10, 9, 11, 10, 11, 10, 10, 11, 10, 11, 11, 10, 11, 8, 11, 10, 11, 10, 10, 10, 11, 9, 10, 11, 10, 8, 10, 10, 11, 9, 9, 12, 11, 9, 9, 9, 11, 9, 10, 9, 10, 11, 10, 9, 9, 8, 10, 9, 12, 10, 11, 11, 10, 11, 10, 10, 10, 9, 11, 11, 9, 8, 10, 11, 9, 11, 9, 10, 11, 11, 10, 9, 11, 11, 11, 9, 10, 10, 9, 10, 11, 9, 11, 9, 9, 11, 10, 12, 11, 11, 10, 9, 10, 10, 9, 10, 10, 8, 11, 10, 11, 10, 10, 10, 9, 9, 11, 11, 9, 10, 9, 9, 9, 10, 8, 8, 10, 10, 10, 11, 8, 11, 9, 10, 10, 11, 10, 10, 12, 11, 10, 9, 11, 10, 11, 9, 10, 9, 10, 9, 9, 10, 11, 10, 9, 9, 9, 11, 11, 11, 11, 9, 10, 10, 8, 10, 9, 11, 10, 10, 10, 9, 9, 9, 9, 12, 9, 12, 12, 9, 11, 10, 11, 9, 11, 9, 10, 10, 10, 9, 9, 10, 11, 9, 9, 9, 9, 11, 10, 11, 11, 10, 10, 9, 10, 10, 10, 10, 8, 12, 11, 11, 10, 11, 10, 10, 8, 9, 9, 9, 9, 10, 9, 10, 9, 11, 11, 11, 8, 9, 9, 7, 9, 10, 9, 9, 11, 8, 11, 10, 9, 13, 11, 10, 10, 10, 9, 10, 10, 10, 9, 9, 11, 10]"
20,10,46,46,14,3.2857142857142856,3.2857142857142856,400,"[9, 12, 9, 10, 11, 12, 8, 10, 11, 10, 9, 10, 7, 11, 10, 11, 11, 11, 10, 10, 10, 12, 10, 11, 9, 10, 11, 11, 10, 10, 10, 8, 9, 8, 10, 11, 10, 11, 9, 10, 12, 9, 9, 9, 10, 8, 9, 10, 9, 9, 11, 11, 9, 10, 10, 9, 11, 11, 9, 9, 12, 11, 10, 9, 10, 9, 10, 11, 10, 10, 8, 10, 11, 11, 8, 11, 9, 11, 11, 12, 10, 10, 10, 9, 10, 9, 9, 10, 11, 10, 9, 10, 11, 9, 9, 11, 8, 9, 11, 10, 10, 11, 10, 10, 11, 12, 9, 10, 8, 11, 10, 11, 9, 11, 12, 9, 9, 11, 10, 10, 9, 10, 10, 9, 10, 11, 10, 10, 11, 9, 10, 10, 11, 10, 9, 10, 11, 11, 10, 9, 10, 10, 10, 10, 10, 7, 12, 10, 10, 11, 9, 11, 9, 11, 10, 8, 9, 10, 11, 10, 10, 10, 9, 11, 10, 9, 11, 10, 9, 11, 10, 11, 10, 9, 10, 10, 8, 10, 12, 10, 10, 10, 9, 11, 10, 11, 9, 9, 9, 10, 8, 10, 10, 10, 9, 12, 12, 11, 8, 9, 11, 11, 11, 13, 9, 9, 9, 9, 10, 10, 11, 11, 11, 11, 10, 11, 10, 9, 11, 9, 10, 9, 10, 10, 9, 11, 11, 9, 10, 10, 10, 10, 10, 11, 10, 11, 11, 8, 12, 9, 10, 10, 10, 10, 10, 9, 11, 10, 9, 12, 11, 11, 12, 10, 10, 9, 11, 11, 9, 11, 9, 8, 10, 9, 10, 9, 10, 9, 11, 11, 9, 10, 12, 11, 11, 11, 11, 11, 10, 10, 10, 10, 11, 10, 11, 10, 10, 10, 10, 9, 10, 9, 10, 9, 9, 11, 10, 9, 9, 10, 10, 10, 10, 8, 9, 8, 10, 10, 9, 10, 11, 10, 9, 9, 7, 8, 12, 10, 10, 10, 9, 9, 9, 10, 10, 9, 10, 10, 10, 10, 10, 10, 11, 11, 10, 9, 11, 8, 12, 10, 10, 11, 9, 10, 12, 10, 10, 10, 9, 13, 10, 10, 11, 12, 11, 9, 10, 10, 10, 10, 10, 11, 12, 10, 13, 10, 10, 11, 9, 9, 10, 11, 10, 9, 11, 10, 10, 10, 10, 10, 9, 9, 8, 8, 11, 11, 8, 9, 11, 11, 10, 9, 9, 12, 10, 11, 12, 11, 12, 10]"
20,10,51,45,16,3.1875,2.8125,400,"[11, 12, 10, 9, 9, 9, 10, 9, 7, 9, 12, 9, 9, 7, 10, 11, 9, 9, 10, 11, 12, 10, 9, 9, 11, 9, 9, 8, 9, 11, 9, 11, 12, 10, 10, 10, 10, 10, 9, 11, 10, 9, 9, 9, 10, 10, 8, 11, 11, 10, 10, 9, 10, 11, 10, 10, 11, 9, 9, 10, 12, 8, 8, 8, 10, 10, 10, 10, 11, 11, 9, 11, 12, 11, 10, 11, 9, 10, 8, 9, 9, 10, 10, 9, 10, 12, 9, 10, 10, 10, 11, 9, 9, 10, 10, 10, 12, 12, 9, 11, 9, 10, 9, 13, 10, 10, 9, 10, 9, 10, 8, 9, 9, 12, 9, 11, 9, 10, 9, 10, 10, 9, 9, 10, 11, 10, 10, 10, 11, 11, 11, 10, 11, 8, 12, 10, 10, 8, 11, 10, 10, 12, 11, 9, 10, 9, 11, 11, 11, 11, 9, 10, 11, 11, 9, 11, 10, 12, 11, 10, 10, 12, 10, 9, 9, 10, 10, 10, 9, 11, 9, 9, 9, 12, 10, 10, 8, 9, 12, 9, 11, 10, 11, 10, 10, 10, 10, 11, 9, 12, 12, 11, 11, 10, 10, 11, 10, 9, 9, 10, 10, 10, 9, 11, 8, 11, 10, 10, 12, 11, 10, 12, 11, 9, 10, 10, 10, 11, 9, 10, 10, 9, 9, 10, 10, 11, 9, 11, 10, 10, 9, 11, 9, 12, 10, 9, 10, 9, 10, 8, 11, 10, 10, 11, 11, 9, 8, 10, 10, 11, 9, 10, 12, 10, 8, 11, 11, 8, 9, 10, 11, 9, 10, 10, 13, 12, 11, 10, 10, 11, 8, 13, 10, 10, 10, 10, 10, 11, 11, 11, 11, 11, 10, 9, 11, 10, 11, 9, 10, 11, 9, 8, 11, 10, 7, 10, 13, 9, 10, 12, 11, 11, 10, 11, 9, 7, 13, 10, 11, 10, 12, 7, 11, 11, 10, 9, 9, 10, 10, 10, 10, 10, 9, 11, 10, 8, 9, 10, 10, 11, 9, 9, 10, 11, 10, 10, 10, 10, 11, 10, 10, 8, 10, 9, 11, 9, 10, 11, 10, 8, 11, 9, 12, 11, 9, 11, 10, 10, 9, 11, 11, 9, 10, 10, 10, 10, 9, 9, 10, 9, 10, 10, 9, 11, 10, 10, 11, 11, 11, 9, 11, 7, 10, 10, 10, 9, 11, 10, 11, 10, 10, 11, 10, 10, 12, 11, 10, 10, 10, 9]"
20,10,2,2,2,1.0,1.0,400,"[9, 10, 10, 12, 9, 10, 10, 11, 12, 10, 10, 11, 11, 12, 11, 9, 10, 10, 10, 9, 11, 10, 11, 11, 10, 10, 10, 11, 10, 11, 10, 11, 11, 11, 10, 9, 9, 10, 12, 11, 11, 10, 11, 9, 10, 9, 10, 12, 11, 10, 11, 11, 10, 10, 11, 10, 10, 11, 10, 11, 9, 9, 11, 9, 10, 11, 10, 9, 10, 10, 8, 10, 9, 9, 9, 9, 10, 8, 11, 11, 9, 10, 11, 11, 10, 10, 9, 10, 11, 11, 9, 9, 12, 11, 10, 8, 10, 9, 9, 11, 8, 11, 8, 9, 12, 9, 11, 10, 10, 10, 11, 9, 10, 9, 9, 10, 9, 10, 10, 10, 9, 11, 12, 12, 10, 10, 11, 12, 10, 10, 11, 11, 12, 9, 10, 10, 9, 11, 10, 12, 11, 9, 11, 11, 10, 11, 11, 11, 11, 10, 11, 10, 10, 9, 11, 8, 10, 11, 11, 9, 10, 10, 11, 11, 12, 11, 10, 12, 9, 10, 11, 11, 9, 12, 9, 11, 10, 10, 8, 10, 9, 9, 10, 11, 11, 12, 9, 10, 10, 12, 12, 9, 11, 11, 11, 12, 9, 12, 10, 10, 9, 8, 10, 10, 10, 8, 11, 9, 11, 9, 9, 10, 9, 9, 11, 11, 10, 9, 10, 12, 8, 9, 9, 10, 8, 11, 9, 10, 9, 10, 10, 10, 10, 11, 10, 9, 11, 11, 10, 10, 11, 11, 8, 11, 11, 11, 9, 11, 11, 9, 12, 8, 10, 10, 12, 11, 9, 10, 10, 10, 10, 10, 10, 9, 11, 10, 11, 8, 8, 8, 9, 10, 10, 10, 11, 10, 9, 9, 11, 10, 10, 11, 10, 11, 10, 9, 12, 10, 10, 10, 10, 10, 10, 10, 10, 7, 10, 12, 9, 12, 11, 9, 12, 10, 11, 10, 10, 10, 11, 11, 10, 10, 10, 10, 11, 12, 10, 10, 12, 9, 10, 10, 10, 8, 9, 10, 9, 10, 10, 9, 12, 11, 10, 12, 11, 10, 10, 12, 8, 10, 9, 9, 11, 11, 10, 11, 10, 9, 11, 11, 10, 9, 10, 11, 10, 9, 10, 10, 9, 10, 9, 10, 9, 9, 9, 11, 9, 10, 11, 11, 10, 9, 10, 10, 9, 10, 10, 12, 11, 11, 9, 11, 10, 10, 10, 8, 12, 12, 11, 9, 10, 10, 9, 10, 10, 12, 9, 11, 10, 9]"
20,10,102,96,15,6.8,6.4,400,"[9, 10, 11, 10, 10, 10, 10, 9, 9, 10, 10, 10, 10, 9, 9, 10, 11, 9, 10, 10, 13, 10, 11, 11, 7, 8, 9, 9, 9, 10, 11, 9, 10, 11, 11, 11, 10, 13, 11, 11, 12, 9, 9, 8, 11, 9, 10, 9, 11, 8, 9, 10, 10, 10, 9, 9, 9, 11, 8, 9, 12, 8, 10, 10, 12, 10, 11, 12, 11, 10, 9, 11, 10, 9, 9, 11, 9, 11, 12, 9, 11, 9, 11, 10, 10, 10, 10, 10, 10, 11, 11, 9, 11, 9, 11, 13, 9, 11, 10, 8, 11, 11, 10, 9, 9, 10, 10, 11, 9, 11, 9, 9, 10, 10, 8, 12, 10, 9, 10, 10, 9, 10, 10, 11, 10, 10, 11, 11, 11, 11, 11, 10, 11, 8, 10, 10, 12, 10, 11, 9, 11, 9, 12, 10, 9, 9, 12, 10, 12, 9, 10, 10, 9, 8, 9, 9, 9, 8, 11, 11, 10, 10, 11, 11, 9, 11, 8, 9, 10, 10, 9, 11, 10, 9, 11, 12, 12, 9, 8, 10, 10, 10, 9, 8, 9, 11, 10, 9, 10, 11, 11, 11, 11, 10, 9, 10, 10, 11, 10, 11, 10, 11, 9, 10, 8, 10, 10, 11, 10, 9, 10, 9, 8, 12, 9, 10, 10, 9, 11, 11, 11, 12, 11, 10, 9, 8, 11, 11, 10, 9, 10, 10, 9, 10, 11, 10, 10, 10, 12, 10, 11, 9, 9, 10, 10, 12, 11, 10, 11, 10, 10, 10, 9, 8, 8, 10, 10, 10, 11, 9, 10, 10, 11, 10, 8, 11, 10, 11, 9, 10, 10, 8, 11, 8, 9, 9, 10, 11, 10, 10, 9, 8, 9, 9, 9, 9, 11, 10, 10, 11, 9, 11, 12, 9, 10, 12, 10, 11, 10, 9, 11, 9, 8, 8, 10, 10, 10, 10, 9, 11, 10, 10, 10, 10, 9, 10, 11, 10, 12, 11, 9, 10, 11, 9, 9, 8, 9, 9, 10, 10, 12, 11, 10, 11, 10, 9, 11, 10, 10, 10, 12, 8, 8, 9, 10, 11, 9, 9, 9, 10, 9, 8, 9, 10, 10, 9, 11, 10, 11, 8, 10, 10, 9, 9, 10, 11, 9, 12, 10, 9, 7, 11, 9, 11, 10, 9, 11, 10, 9, 9, 9, 11, 10, 8, 10, 11, 11, 10, 11, 9, 10, 11, 10, 10, 11, 11, 9, 12, 11, 12]"
20,10,32,30,13,2.4615384615384617,2.3076923076923075,400,"[10, 8, 9, 11, 9, 10, 9, 9, 9, 11, 8, 10, 9, 8, 8, 11, 10, 11, 10, 9, 9, 11, 10, 11, 9, 9, 11, 11, 9, 9, 10, 11, 10, 11, 10, 11, 12, 10, 11, 11, 10, 10, 9, 10, 10, 11, 11, 10, 11, 10, 9, 9, 10, 10, 8, 10, 12, 11, 10, 11, 10, 10, 11, 9, 10, 9, 10, 11, 9, 8, 11, 8, 11, 10, 11, 9, 9, 9, 10, 11, 9, 11, 10, 11, 9, 10, 10, 9, 10, 9, 9, 9, 8, 10, 10, 11, 10, 9, 10, 11, 12, 10, 10, 11, 10, 11, 10, 10, 11, 10, 10, 10, 10, 9, 9, 10, 9, 9, 10, 9, 11, 10, 10, 10, 10, 10, 8, 9, 10, 9, 11, 7, 10, 10, 11, 9, 10, 10, 9, 9, 10, 12, 9, 10, 11, 12, 10, 10, 11, 12, 12, 10, 11, 10, 9, 10, 11, 11, 10, 11, 11, 10, 10, 10, 10, 11, 10, 12, 11, 10, 11, 10, 12, 8, 10, 10, 10, 9, 9, 9, 10, 9, 10, 12, 10, 10, 10, 10, 10, 9, 13, 11, 10, 8, 10, 10, 9, 11, 10, 10, 11, 11, 11, 10, 9, 8, 8, 11, 10, 12, 11, 10, 10, 12, 10, 11, 11, 10, 10, 10, 10, 10, 10, 11, 9, 11, 9, 9, 12, 9, 9, 11, 11, 8, 10, 9, 10, 10, 9, 8, 10, 11, 10, 8, 11, 10, 11, 11, 10, 10, 10, 10, 11, 10, 10, 9, 10, 11, 10, 11, 10, 10, 10, 10, 9, 8, 9, 10, 9, 10, 11, 9, 12, 9, 11, 9, 10, 11, 10, 10, 11, 11, 11, 10, 10, 9, 11, 11, 11, 11, 8, 8, 10, 10, 10, 10, 11, 13, 10, 10, 11, 8, 12, 11, 12, 10, 9, 12, 11, 10, 10, 9, 12, 9, 10, 10, 10, 11, 9, 10, 8, 10, 8, 9, 9, 10, 9, 11, 10, 10, 9, 11, 10, 8, 10, 9, 8, 10, 9, 9, 10, 9, 11, 10, 11, 11, 12, 9, 10, 7, 10, 10, 10, 10, 12, 9, 11, 12, 9, 13, 12, 12, 10, 10, 8, 10, 10, 11, 9, 9, 9, 10, 10, 11, 8, 10, 9, 10, 11, 9, 9, 13, 10, 10, 8, 10, 10, 9, 10, 10, 9, 10, 9, 12, 11, 9, 10, 8, 9, 8]"
20,10,18,18,5,3.6,3.6,400,"[8, 9, 10, 9, 10, 10, 11, 10, 10, 10, 11, 11, 9, 9, 8, 12, 10, 10, 11, 9, 8, 10, 9, 8, 9, 11, 8, 11, 9, 9, 9, 9, 10, 10, 9, 11, 9, 9, 11, 11, 10, 11, 11, 10, 10, 11, 8, 9, 11, 8, 9, 9, 8, 11, 8, 9, 10, 10, 10, 12, 10, 11, 10, 9, 8, 11, 10, 10, 11, 12, 11, 10, 9, 12, 10, 11, 8, 9, 10, 9, 11, 10, 9, 10, 11, 9, 11, 11, 10, 11, 11, 10, 10, 10, 11, 9, 11, 9, 8, 9, 9, 9, 11, 10, 8, 8, 10, 10, 11, 10, 10, 9, 10, 9, 11, 11, 11, 8, 10, 11, 9, 10, 10, 10, 10, 8, 11, 10, 10, 10, 10, 9, 11, 11, 10, 10, 9, 9, 12, 11, 10, 11, 13, 9, 12, 9, 11, 9, 8, 10, 12, 10, 9, 9, 9, 11, 9, 11, 10, 11, 11, 9, 10, 11, 9, 10, 10, 11, 12, 9, 10, 10, 10, 9, 11, 10, 9, 10, 10, 11, 10, 11, 10, 9, 9, 9, 10, 10, 9, 10, 11, 10, 10, 8, 11, 9, 9, 9, 10, 10, 10, 10, 9, 10, 9, 11, 10, 9, 10, 10, 9, 8, 9, 10, 10, 10, 10, 11, 8, 10, 11, 9, 10, 10, 11, 10, 10, 12, 11, 8, 8, 11, 10, 10, 9, 9, 10, 10, 9, 9, 12, 10, 9, 11, 10, 10, 11, 10, 10, 11, 8, 11, 9, 11, 10, 10, 10, 8, 9, 8, 11, 11, 10, 12, 9, 9, 10, 9, 9, 10, 8, 10, 9, 9, 10, 10, 9, 10, 9, 12, 11, 11, 11, 11, 11, 10, 9, 10, 9, 11, 13, 10, 9, 10, 11, 10, 9, 9, 9, 10, 11, 9, 10, 9, 10, 10, 11, 10, 9, 9, 8, 9, 9, 9, 10, 9, 11, 11, 9, 11, 10, 10, 8, 10, 8, 10, 10, 12, 8, 10, 10, 9, 10, 11, 11, 9, 10, 8, 10, 10, 9, 10, 10, 11, 9, 10, 10, 9, 11, 9, 10, 11, 11, 10, 10, 10, 11, 9, 9, 9, 10, 10, 10, 12, 8, 9, 11, 9, 8, 10, 10, 10, 11, 11, 10, 10, 11, 9, 9, 10, 9, 12, 11, 10, 10, 9, 11, 12, 7, 8, 8, 9, 11, 9, 10, 9, 10, 10, 11, 10]"
20,10,50,48,17,2.9411764705882355,2.823529411764706,400,"[10, 10, 12, 9, 9, 11, 10, 10, 10, 10, 10, 11, 10, 9, 8, 9, 8, 11, 11, 10, 11, 11, 11, 9, 10, 10, 11, 11, 9, 10, 11, 11, 9, 11, 9, 10, 11, 9, 10, 13, 10, 9, 11, 9, 11, 10, 10, 10, 9, 10, 12, 9, 10, 9, 10, 10, 10, 11, 10, 10, 11, 11, 11, 9, 9, 9, 10, 10, 8, 7, 9, 10, 8, 10, 10, 12, 11, 11, 10, 10, 9, 11, 11, 12, 10, 10, 9, 10, 10, 9, 10, 12, 10, 11, 10, 12, 11, 10, 11, 10, 10, 10, 10, 10, 11, 9, 10, 11, 11, 8, 10, 10, 10, 11, 10, 10, 10, 11, 11, 10, 10, 10, 10, 10, 10, 9, 10, 8, 10, 12, 10, 9, 9, 12, 11, 10, 8, 9, 10, 10, 10, 11, 9, 10, 11, 10, 10, 10, 8, 10, 10, 11, 11, 10, 9, 10, 11, 11, 10, 11, 8, 10, 11, 8, 8, 11, 11, 11, 11, 10, 11, 10, 11, 12, 9, 10, 13, 9, 10, 7, 8, 11, 9, 9, 10, 11, 11, 9, 8, 9, 10, 10, 7, 11, 11, 13, 11, 10, 10, 9, 13, 7, 10, 10, 10, 10, 11, 10, 10, 11, 10, 10, 12, 8, 9, 10, 11, 8, 8, 9, 10, 10, 11, 11, 11, 10, 10, 10, 11, 10, 10, 10, 9, 10, 11, 9, 11, 11, 8, 10, 9, 12, 10, 11, 10, 11, 11, 11, 10, 11, 10, 11, 11, 9, 9, 10, 10, 10, 9, 11, 10, 9, 10, 9, 10, 9, 11, 10, 9, 9, 9, 8, 10, 11, 11, 10, 9, 9, 10, 10, 10, 11, 11, 11, 9, 9, 9, 11, 11, 11, 10, 9, 11, 9, 9, 10, 10, 10, 10, 9, 10, 10, 11, 12, 10, 11, 11, 9, 12, 11, 10, 10, 9, 9, 10, 7, 10, 11, 10, 9, 11, 11, 10, 8, 9, 11, 10, 8, 9, 10, 8, 11, 11, 12, 9, 10, 10, 9, 10, 9, 10, 10, 10, 11, 10, 11, 10, 10, 10, 10, 10, 10, 9, 10, 9, 11, 11, 10, 9, 9, 9, 10, 10, 10, 10, 9, 9, 11, 11, 11, 9, 10, 11, 8, 10, 11, 11, 10, 12, 12, 10, 8, 11, 9, 9, 10, 10, 10, 9, 10, 9, 10, 9, 10, 11, 8, 11, 10, 11, 10]"
